1782.5294 ; 1600.00 ; 1769.24 ; 86.00 ; 
1798.5882 ; 1613.00 ; 1783.15 ; 85.00 ; 
1814.6471 ; 1635.00 ; 1806.70 ; 85.00 ; 
1830.7059 ; 1649.00 ; 1821.69 ; 85.00 ; 
1846.7647 ; 1665.00 ; 1838.83 ; 85.00 ; 
1862.8235 ; 1675.00 ; 1849.55 ; 85.00 ; 
1878.8824 ; 1694.00 ; 1869.92 ; 85.00 ; 
1894.9412 ; 1712.00 ; 1889.22 ; 86.00 ; 
1911.0000 ; 1717.00 ; 1894.59 ; 85.00 ; 
1927.0588 ; 1729.00 ; 1907.46 ; 85.00 ; 
1943.1176 ; 1751.00 ; 1931.08 ; 85.00 ; 
1959.1765 ; 1762.00 ; 1942.89 ; 85.00 ; 
1975.2353 ; 1779.00 ; 1961.15 ; 86.00 ; 
1991.2941 ; 1794.00 ; 1977.27 ; 85.00 ; 
2007.3529 ; 1815.00 ; 1999.84 ; 85.00 ; 
2023.4118 ; 1825.00 ; 2010.59 ; 86.00 ; 
2039.4706 ; 1840.00 ; 2026.72 ; 85.00 ; 
2055.5294 ; 1882.00 ; 2071.91 ; 85.00 ; 
2071.5882 ; 1899.00 ; 2090.21 ; 85.00 ; 
2087.6471 ; 1917.00 ; 2109.58 ; 85.00 ; 
2103.7059 ; 1927.00 ; 2120.35 ; 85.00 ; 
2119.7647 ; 1940.00 ; 2134.35 ; 86.00 ; 
2135.8235 ; 1951.00 ; 2146.20 ; 85.00 ; 
2151.8824 ; 1974.00 ; 2170.97 ; 85.00 ; 
2167.9412 ; 1989.00 ; 2187.12 ; 85.00 ; 
2184.0000 ; 2000.00 ; 2198.97 ; 85.00 ; 
2200.0588 ; 2011.00 ; 2210.82 ; 85.00 ; 
2216.1176 ; 2030.00 ; 2231.29 ; 86.00 ; 
2232.1765 ; 2047.00 ; 2249.60 ; 85.00 ; 
2248.2353 ; 2064.00 ; 2267.91 ; 86.00 ; 
2264.2941 ; 2070.00 ; 2274.37 ; 85.00 ; 
2280.3529 ; 2096.00 ; 2302.37 ; 86.00 ; 
2296.4118 ; 2101.00 ; 2307.75 ; 85.00 ; 
2312.4706 ; 2121.00 ; 2329.28 ; 85.00 ; 
2328.5294 ; 2131.00 ; 2340.05 ; 86.00 ; 
2344.5882 ; 2155.00 ; 2365.87 ; 85.00 ; 
2360.6471 ; 2163.00 ; 2374.48 ; 85.00 ; 
2376.7059 ; 2176.00 ; 2388.46 ; 85.00 ; 
2392.7647 ; 2192.00 ; 2405.66 ; 85.00 ; 
